Date,Open,High,Low,Close,Adj Close,Volume
7/19/1993,44.75,44.75,44.5937,44.7187,28.173378,188200
7/20/1993,44.6875,44.8437,44.4687,44.8437,28.252136,68500
7/21/1993,44.7812,44.8125,44.6562,44.8125,28.232468,142700
7/22/1993,44.75,44.8125,44.5,44.5,28.035601,632400
7/23/1993,44.5937,44.7187,44.5625,44.7187,28.173378,286200
7/26/1993,44.8437,45.0625,44.8437,44.9687,28.330894,121300
7/27/1993,45,45.0312,44.7812,44.9375,28.311226,92800
7/28/1993,44.8437,44.9375,44.7812,44.8437,28.252136,30800
7/29/1993,44.9375,45.2187,44.875,45.0937,28.409662,331000
7/30/1993,45.0937,45.0937,44.7812,44.8437,28.252136,75300
8/2/1993,44.9062,45.125,44.9062,44.9687,28.330894,41300
8/3/1993,45.0625,45.1875,44.8437,45,28.350594,81600
8/4/1993,45,45.0937,44.875,45,28.350594,434000
8/5/1993,45,45,44.8437,44.9062,28.291517,36800
8/6/1993,45.0312,45.0625,44.9062,44.9687,28.330894,402300
8/9/1993,45.0937,45.3437,45,45.2187,28.488388,828200
8/10/1993,45.1875,45.2187,45.125,45.1875,28.468748,604900
8/11/1993,45.1562,45.3125,45.1562,45.1875,28.468748,542200
8/12/1993,45.3125,45.3125,44.9062,45.0625,28.389977,303700
8/13/1993,45.0937,45.1562,45.0937,45.125,28.429361,103500
8/16/1993,45.1562,45.5,45.1562,45.375,28.586861,241800
8/17/1993,45.3437,45.5312,45.3437,45.5312,28.685282,369300
8/18/1993,45.6875,45.875,45.6562,45.7812,28.842783,414300
8/19/1993,45.8125,45.8125,45.7187,45.7812,28.842783,28500
8/20/1993,45.6875,45.8125,45.6562,45.8125,28.862494,80700
8/23/1993,45.625,45.75,45.625,45.7187,28.803398,15600
8/24/1993,45.7187,46.2187,45.7187,46.2187,29.118399,273400
8/25/1993,46.2187,46.4375,46.1562,46.25,29.138142,242300
8/26/1993,46.2812,46.5312,46.0937,46.2812,29.157791,120000
8/27/1993,46.1562,46.25,46.1562,46.25,29.138142,25700
8/30/1993,46.2812,46.5,46.2812,46.4375,29.256252,183500
8/31/1993,46.4062,46.5625,46.3437,46.5625,29.335001,66500
9/1/1993,46.4062,46.5937,46.4062,46.5,29.295616,136500
9/2/1993,46.5312,46.5937,46.3125,46.3437,29.197155,472400
9/3/1993,46.3125,46.4375,46.25,46.375,29.216879,630500
9/7/1993,46.375,46.4375,46,46.0625,29.019997,196400
9/8/1993,46.0625,46.0625,45.5937,45.9062,28.92153,269900
9/9/1993,45.7187,46.0312,45.7187,46,28.980629,239200
9/10/1993,46.125,46.4375,46.0625,46.4062,29.236517,106500
9/13/1993,46.5625,46.5625,46.4375,46.4375,29.256252,66900
9/14/1993,46.3125,46.3125,46.0937,46.25,29.138142,184500
9/15/1993,46.0625,46.4062,45.9062,46.375,29.216879,101000
9/16/1993,46.3125,46.3437,46.1562,46.1875,29.098747,54300
9/17/1993,45.875,45.9062,45.75,45.8125,29.042339,200900
9/20/1993,45.875,45.9687,45.4375,45.4375,28.804613,57800
9/21/1993,45.5,45.5625,44.8125,45.2812,28.705517,318200
9/22/1993,45.4375,45.7187,45.375,45.6562,28.943241,439700
9/23/1993,45.7812,45.9375,45.7187,45.9062,29.101749,88500
9/24/1993,45.8437,45.875,45.7187,45.7812,29.02249,53500
9/27/1993,46.125,46.2812,46.125,46.2812,29.339464,274600
9/28/1993,46.3125,46.3125,46.1562,46.1875,29.280069,158300
9/29/1993,46.1875,46.3125,45.9687,46.0312,29.180975,221000
9/30/1993,46.0312,46.125,45.8437,45.9375,29.121584,99300
10/1/1993,45.875,46.2187,45.8125,46.1562,29.260218,22700
10/4/1993,46.2187,46.2187,46.0937,46.2187,29.299839,1038500
10/5/1993,46.3125,46.3125,46,46.1562,29.260218,436500
10/6/1993,46.1875,46.375,46.125,46.125,29.240431,209200
10/7/1993,46.1875,46.1875,45.9687,46,29.161186,59400
10/8/1993,46.125,46.1562,45.7187,46.0625,29.200817,54400
10/11/1993,46.1562,46.25,46.1562,46.1562,29.260218,467100
10/12/1993,46.2187,46.25,46.1875,46.2187,29.299839,26200
10/13/1993,46.25,46.25,46.1562,46.2187,29.299839,139100
10/14/1993,46.4062,46.8125,46.2812,46.8125,29.676289,108100
10/15/1993,47.0312,47.1562,46.9062,47.0625,29.83477,1502500
10/18/1993,47.0312,47.0312,46.875,46.9375,29.755508,722400
10/19/1993,46.875,46.9687,46.5937,46.5937,29.537563,880100
10/20/1993,46.75,46.75,46.5625,46.6562,29.577179,230400
10/21/1993,46.6875,46.6875,46.5312,46.5937,29.537563,56200
10/22/1993,46.6562,46.8437,46.375,46.375,29.398911,390700
10/25/1993,46.4062,46.5625,46.2812,46.5,29.478168,114500
10/26/1993,46.4687,46.5,46.3125,46.4687,29.458328,186200
10/27/1993,46.4062,46.5312,46.4062,46.5,29.478168,118400
10/28/1993,46.5625,46.9687,46.5625,46.8437,29.696047,129600
10/29/1993,46.8125,46.875,46.7812,46.8437,29.696047,80700
11/1/1993,46.7812,47,46.7812,46.9687,29.775284,36400
11/2/1993,46.9062,47,46.6562,46.9375,29.755508,262100
11/3/1993,46.9062,46.9062,46.125,46.3437,29.379084,479100
11/4/1993,46.3437,46.3437,45.8125,45.8437,29.062105,130400
11/5/1993,45.7187,46.0625,45.5312,46.0625,29.200817,363200
11/8/1993,46.0937,46.25,45.9687,46.125,29.240431,367600
11/9/1993,46.4375,46.4687,46.125,46.1562,29.260218,246900
11/10/1993,46.1562,46.5,46.0312,46.5,29.478168,46500
11/11/1993,46.5,46.625,46.3437,46.375,29.398911,88900
11/12/1993,46.4687,46.75,46.4375,46.5937,29.537563,108200
11/15/1993,46.6875,46.6875,46.4375,46.5625,29.517771,243300
11/16/1993,46.6562,46.8125,46.4687,46.7812,29.656424,492600
11/17/1993,46.8125,46.8125,46.4062,46.5312,29.497957,39600
11/18/1993,46.4687,46.5625,46.2812,46.4062,29.418715,240800
11/19/1993,46.25,46.375,46.2187,46.3125,29.359295,106000
11/22/1993,46.1875,46.2187,45.875,46.0312,29.180975,165300
11/23/1993,46.2812,46.3125,46.0312,46.2812,29.339464,89700
11/24/1993,46.4062,46.5,46.3437,46.4687,29.458328,77200
11/26/1993,46.5937,46.5937,46.4687,46.5,29.478168,1019800
11/29/1993,46.625,46.7187,46.3125,46.3125,29.359295,517500
11/30/1993,46.2812,46.5625,46.25,46.3437,29.379084,230000
12/1/1993,46.5937,46.625,46.4062,46.4062,29.418715,379200
12/2/1993,46.5,46.5625,46.4062,46.5312,29.497957,352000
12/3/1993,46.5,46.7187,46.5,46.7187,29.616802,306000
12/6/1993,46.7812,46.9375,46.7812,46.875,29.715885,99500
12/7/1993,46.875,46.9062,46.7812,46.8437,29.696047,88800
12/8/1993,46.8437,46.8437,46.7812,46.8437,29.696047,146700
12/9/1993,46.8437,46.9062,46.625,46.6875,29.597034,416500
12/10/1993,46.7187,46.7187,46.5,46.5937,29.537563,412900
12/13/1993,46.5937,46.875,46.5312,46.875,29.715885,273200
12/14/1993,46.9062,46.9062,46.5312,46.5312,29.497957,41900
12/15/1993,46.5937,46.625,46.4687,46.4687,29.458328,82600
12/16/1993,46.6562,46.6562,46.5625,46.625,29.5574,78200
12/17/1993,46.4062,46.5937,46.375,46.5625,29.719843,104700
12/20/1993,46.5312,46.6562,46.5,46.625,29.759733,68800
12/21/1993,46.5625,46.5625,46.4062,46.4687,29.659977,205700
12/22/1993,46.5937,46.8125,46.5,46.7812,29.859447,410300
12/23/1993,46.75,46.8437,46.6875,46.75,29.839531,533800
12/27/1993,46.75,47,46.75,47,29.999092,447100
12/28/1993,46.9687,47.125,46.9375,47.0937,30.058893,880600
12/29/1993,47.125,47.1562,47,47.0312,30.019011,266700
12/30/1993,47,47,46.75,46.8437,29.899353,219900
12/31/1993,46.9375,47,46.5625,46.5937,29.73975,312900
1/3/1994,46.5937,46.6562,46.4062,46.4687,29.659977,960900
1/4/1994,46.5312,46.6562,46.4687,46.6562,29.779644,164300
1/5/1994,46.7187,46.7812,46.5312,46.75,29.839531,710900
1/6/1994,46.8125,46.8437,46.6875,46.75,29.839531,201000
1/7/1994,46.8437,47.0625,46.7187,47.0312,30.019011,775500
1/10/1994,47.0937,47.5937,46.9687,47.5937,30.378036,593700
1/11/1994,47.5625,47.5625,47.3437,47.5,30.318235,295200
1/12/1994,47.5312,47.5312,47.1875,47.3437,30.21847,158400
1/13/1994,47.2187,47.3125,47.1562,47.2187,30.138695,244300
1/14/1994,47.375,47.5,47.375,47.4062,30.258364,137200
1/17/1994,47.4062,47.4687,47.3125,47.4062,30.258364,17700
1/18/1994,47.4687,47.5312,47.375,47.4687,30.29825,166400
1/19/1994,47.4062,47.4687,47.25,47.3437,30.21847,200800
1/20/1994,47.4062,47.5,47.375,47.4687,30.29825,281100
1/21/1994,47.5312,47.5312,47.3437,47.375,30.238445,85600
1/24/1994,47.3437,47.5625,47.1875,47.1875,30.118769,373800
1/25/1994,47.2187,47.25,47.0937,47.1875,30.118769,310400
1/26/1994,47.1875,47.3437,47.125,47.3125,30.198563,145100
1/27/1994,47.4062,47.8125,47.3437,47.75,30.477795,344500
1/28/1994,47.9375,48.0312,47.875,47.875,30.557592,356500
1/31/1994,48.0625,48.3125,48,48.2187,30.776972,313800
2/1/1994,48.1562,48.1562,47.9062,47.9687,30.617392,303600
2/2/1994,48.125,48.2812,48.0937,48.2812,30.816854,307600
2/3/1994,48.1875,48.1875,47.9062,48.0625,30.67725,466100
2/4/1994,48.0625,48.125,46.9687,46.9687,29.979111,1403200
2/7/1994,46.8437,47.3125,46.8437,47.1875,30.118769,516400
2/8/1994,47.2812,47.2812,47.0312,47.2187,30.138695,188200
2/9/1994,47.25,47.4375,47.1875,47.4062,30.258364,144600
2/10/1994,47.375,47.4062,47,47,29.999092,883900
2/11/1994,47.0312,47.2812,46.8125,47.1562,30.098772,519400
2/14/1994,47.0625,47.375,47,47.2187,30.138695,2742100
2/15/1994,47.3125,47.5,47.25,47.4687,30.29825,374700
2/16/1994,47.5312,47.5312,47.3437,47.4375,30.278347,287600
2/17/1994,47.6562,47.6875,47.0312,47.1562,30.098772,342400
2/18/1994,47.1875,47.2187,46.75,46.875,29.919312,313300
2/22/1994,47,47.3437,47,47.3437,30.21847,154500
2/23/1994,47.4062,47.4375,47.0625,47.2187,30.138695,391700
2/24/1994,47.0625,47.0625,46.5625,46.5937,29.73975,770800
2/25/1994,46.6562,46.8125,46.5625,46.8125,29.879431,531300
2/28/1994,46.9375,47.0625,46.8125,46.8125,29.879431,333000
3/1/1994,46.8125,46.9062,46.375,46.625,29.759733,423600
3/2/1994,46.0312,46.6875,45.9062,46.6875,29.799622,581500
3/3/1994,46.625,46.625,46.4375,46.5625,29.719843,223200
3/4/1994,46.5625,46.8125,46.4062,46.6875,29.799622,595800
3/7/1994,46.8437,47,46.8437,46.9375,29.959206,539800
3/8/1994,46.9687,46.9687,46.6875,46.75,29.839531,880300
3/9/1994,46.8125,47,46.5937,46.9687,29.979111,2500100
3/10/1994,46.9375,46.9375,46.4375,46.5937,29.73975,207400
3/11/1994,46.6562,46.9062,46.4062,46.8437,29.899353,576600
3/14/1994,47.0312,47.0312,46.8437,46.9062,29.939238,345900
3/15/1994,47,47.0937,46.8437,46.875,29.919312,748600
3/16/1994,46.9375,47.25,46.7812,47.25,30.158653,455500
3/17/1994,47.0937,47.3125,47.0937,47.25,30.158653,133000
3/18/1994,46.75,47.0312,46.7187,46.9687,30.152052,365500
3/21/1994,46.8125,46.9375,46.7187,46.8437,30.071825,324800
3/22/1994,46.8437,47.0625,46.75,46.9687,30.152052,435700
3/23/1994,46.9375,47.0625,46.9062,46.9375,30.132025,698500
3/24/1994,46.75,46.8437,46.1562,46.375,29.770918,1200500
3/25/1994,46.4062,46.5312,45.9375,45.9375,29.49007,100900
3/28/1994,46,46.0625,45.5937,46,29.53018,1117200
3/29/1994,46,46.0312,45.0937,45.0937,28.948376,338400
3/30/1994,45.125,45.25,44.4687,44.4687,28.547148,1123900
3/31/1994,44.4687,44.6875,43.5312,44.5937,28.627403,788800
4/4/1994,43.3437,44.0312,43.3437,43.9062,28.186049,2627300
4/5/1994,44.3437,44.8125,44.3437,44.8125,28.767853,1179000
4/6/1994,44.875,44.9062,44.5,44.8125,28.767853,516500
4/7/1994,44.7812,45.125,44.5312,45.0312,28.908262,666100
4/8/1994,44.9375,44.9375,44.4687,44.6875,28.687624,242400
4/11/1994,44.8125,45.0625,44.703098,44.875,28.807983,203300
4/12/1994,44.921799,45,44.7187,44.8125,28.767853,1409200
4/13/1994,44.796799,44.9062,44.25,44.578098,28.617365,364100
4/14/1994,44.5,44.828098,44.4062,44.5937,28.627403,419900
4/15/1994,44.578098,44.7812,44.515598,44.5937,28.627403,387300
4/18/1994,44.640598,44.765598,44.1562,44.296799,28.436796,369100
4/19/1994,44.25,44.5312,43.984299,44.359299,28.476912,472200
4/20/1994,44.4062,44.515598,44.078098,44.3125,28.446871,508000
4/21/1994,44.5,44.9687,44.3437,44.9062,28.828011,200300
4/22/1994,45.015598,45.046799,44.734299,44.859299,28.797915,301800
4/25/1994,44.8437,45.359299,44.8437,45.328098,29.09886,394600
4/26/1994,45.265598,45.3437,45.1875,45.2812,29.068748,399000
4/28/1994,45.1875,45.25,44.8125,44.953098,28.85812,287000
4/29/1994,44.875,45.1562,44.8125,45.0937,28.948376,481900
5/2/1994,45.0937,45.7187,44.9375,45.375,29.128969,275000
5/3/1994,45.390598,45.4062,45.0625,45.328098,29.09886,183400
5/4/1994,45.421799,45.421799,45.078098,45.25,29.048721,401900
5/5/1994,45.296799,45.375,45.1875,45.1875,29.008593,659800
5/6/1994,44.9687,44.9687,44.5937,44.75,28.727739,216300
5/9/1994,44.625,44.75,44.2812,44.359299,28.476912,499300
5/10/1994,44.578098,44.8437,44.546799,44.703098,28.697634,583400
5/11/1994,44.6562,44.7187,44.171799,44.296799,28.436796,210600
5/12/1994,44.578098,44.625,44.4062,44.515598,28.577267,305200
5/13/1994,44.640598,44.640598,44.296799,44.515598,28.577267,321300
5/16/1994,44.609299,44.75,44.515598,44.5312,28.587273,450400
5/17/1994,44.5625,45.1875,44.5,45.1875,29.008593,470200
5/18/1994,45.2187,45.6875,45.015598,45.515598,29.219223,824800
5/19/1994,45.421799,45.859299,45.421799,45.734299,29.359612,531000
5/20/1994,45.6562,45.6875,45.5,45.5625,29.249327,370400
5/23/1994,45.515598,45.5312,45.3437,45.484299,29.199106,262700
5/24/1994,45.609299,45.8437,45.609299,45.671799,29.31949,549600
5/25/1994,45.5,45.828098,45.3437,45.796799,29.399744,738200
5/26/1994,45.7812,45.9375,45.734299,45.828098,29.419809,369600
5/27/1994,45.75,45.875,45.671799,45.875,29.44993,162000
5/31/1994,45.734299,45.9062,45.6562,45.8125,29.409815,160000
6/1/1994,45.703098,46.015598,45.5625,46.015598,29.540211,200500
6/2/1994,46.046799,46.046799,45.890598,45.9687,29.510096,55100
6/3/1994,46,46.390598,45.859299,46.234299,29.680592,550400
6/6/1994,46.328098,46.4687,46.1875,46.2187,29.67058,99300
6/7/1994,46.140598,46.2187,46.0312,46.1562,29.630457,120600
6/8/1994,46.265598,46.265598,45.7812,45.7812,29.389723,131900
6/9/1994,45.984299,46.0312,45.890598,46.0312,29.55022,80500
6/10/1994,46.078098,46.203098,46.078098,46.109299,29.60034,83100
6/13/1994,46.046799,46.1875,46.0312,46.171799,29.640461,109700
6/14/1994,46.3125,46.546799,46.3125,46.5312,29.871195,161000
6/15/1994,46.546799,46.5625,46.3125,46.3437,29.750851,142800
6/16/1994,46.3437,46.4687,46.296799,46.4375,29.811056,44000
6/17/1994,46.1562,46.203098,45.8125,45.875,29.644642,403800
6/20/1994,45.546799,45.625,45.4375,45.484299,29.39216,137400
6/21/1994,45.453098,45.453098,44.9062,45.0937,29.139772,139200
6/22/1994,45.2187,45.421799,45.171799,45.265598,29.250845,279900
6/23/1994,45.3437,45.4062,44.9375,45,29.079216,922500
6/24/1994,44.7812,44.7812,44,44.0625,28.473387,353800
6/27/1994,44.234299,44.828098,44.015598,44.828098,28.968136,371200
6/28/1994,44.8437,44.8437,44.25,44.609299,28.826754,5382300
6/29/1994,44.671799,45.015598,44.625,44.75,28.917667,311800
6/30/1994,44.828098,44.8437,44.3125,44.4687,28.735886,271900
7/1/1994,44.6875,44.6875,44.375,44.5625,28.796494,406900
7/5/1994,44.6562,44.859299,44.515598,44.796799,28.947903,112000
7/6/1994,44.625,44.8125,44.4687,44.734299,28.907526,174800
7/7/1994,44.734299,44.921799,44.6875,44.921799,29.028685,66700
7/8/1994,44.640598,44.984299,44.625,44.9062,29.018604,148400
7/11/1994,44.9375,45.015598,44.5312,44.75,28.917667,124000
7/12/1994,44.765598,44.828098,44.515598,44.8125,28.95805,257300
7/13/1994,44.828098,45.0312,44.828098,44.890598,29.008532,532700
7/14/1994,45.109299,45.4687,45.078098,45.375,29.321545,494200
7/15/1994,45.3437,45.484299,45.328098,45.390598,29.331627,49100
7/18/1994,45.390598,45.578098,45.390598,45.4687,29.382095,72300
7/19/1994,45.546799,45.5625,45.375,45.375,29.321545,609500
7/20/1994,45.4062,45.4062,45.0625,45.171799,29.190233,185300
7/21/1994,45.171799,45.296799,45.078098,45.265598,29.250845,86300
7/22/1994,45.375,45.4062,45.25,45.3437,29.301323,151600
7/25/1994,45.359299,45.453098,45.3125,45.4062,29.341711,120900
7/26/1994,45.390598,45.421799,45.3125,45.359299,29.311386,489600
7/27/1994,45.359299,45.359299,45.171799,45.359299,29.311386,83200
7/28/1994,45.359299,45.578098,45.359299,45.453098,29.372005,828200
7/29/1994,45.765598,46.046799,45.75,45.9062,29.664808,459100
8/1/1994,45.9375,46.1562,45.890598,46.125,29.806206,486300
8/2/1994,46.2812,46.375,46.0312,46.1875,29.846586,505500
8/3/1994,46.171799,46.234299,46.0937,46.203098,29.856657,144100
8/4/1994,46.171799,46.2187,45.921799,45.9375,29.685041,231700
8/5/1994,45.703098,45.8437,45.6562,45.7812,29.584023,138400
8/8/1994,45.828098,45.9375,45.7812,45.890598,29.65472,328600
8/9/1994,45.7187,45.9687,45.7187,45.9687,29.7052,105900
8/10/1994,46,46.1875,45.9375,46.140598,29.816271,840300
8/11/1994,46.0312,46.234299,45.734299,45.9687,29.7052,876200
8/12/1994,46.046799,46.3437,46.046799,46.328098,29.937441,184100
8/15/1994,46.375,46.484299,46.3125,46.3125,29.927364,325900
8/16/1994,46.3437,46.6875,46.1562,46.640598,30.139387,1089500
8/17/1994,46.703098,46.734299,46.578098,46.609299,30.119162,133700
8/18/1994,46.453098,46.5625,46.4062,46.453098,30.018217,620000
8/19/1994,46.4687,46.515598,46.3125,46.421799,29.997976,103200
8/22/1994,46.4375,46.4375,46.2812,46.375,29.967743,79700
8/23/1994,46.578098,46.859299,46.515598,46.640598,30.139387,268600
8/24/1994,46.6875,47.140598,46.671799,47.140598,30.46249,254700
8/25/1994,47.0937,47.203098,46.890598,47.015598,30.381697,147400
8/26/1994,47.125,47.7812,47.125,47.6875,30.815893,339500
8/29/1994,47.8125,47.984299,47.640598,47.6562,30.795668,350300
8/30/1994,47.640598,47.859299,47.578098,47.7812,30.87645,36000
8/31/1994,47.703098,47.890598,47.5937,47.6562,30.795668,356200
9/1/1994,47.5,47.5312,47.328098,47.5,30.694727,294600
9/2/1994,47.7187,47.7187,47.2187,47.296799,30.563414,99600
9/6/1994,47.265598,47.359299,47.125,47.3125,30.573559,229800
9/7/1994,47.421799,47.421799,47.2187,47.265598,30.543261,27900
9/8/1994,47.359299,47.5625,47.3437,47.5,30.694727,284800
9/9/1994,47.0312,47.125,46.8125,47,30.371618,488400
9/12/1994,47,47.0625,46.7812,46.859299,30.280699,129400
9/13/1994,46.953098,47.125,46.859299,47,30.371618,389200
9/14/1994,46.8437,47.109299,46.8437,47.046799,30.401876,423500
9/15/1994,47.171799,47.640598,47.171799,47.640598,30.78558,779800
9/16/1994,47,47.140598,46.8437,47.015598,30.566486,571300
9/19/1994,47.125,47.328098,47.015598,47.0625,30.59696,167300
9/20/1994,46.8125,46.859299,46.171799,46.171799,30.017895,355600
9/21/1994,46.3125,46.3125,45.734299,46.171799,30.017895,397500
9/22/1994,46.2812,46.2812,46.015598,46.0625,29.946859,266400
9/23/1994,46.078098,46.171799,45.828098,45.9062,29.84523,176600
9/26/1994,46.078098,46.171799,45.984299,46.140598,29.997618,223000
9/27/1994,46.140598,46.265598,46,46.109299,29.977261,479500
9/28/1994,46.359299,46.5312,46.328098,46.4687,30.210926,324000
9/29/1994,46.4687,46.4687,46.0937,46.234299,30.058533,195900
9/30/1994,46.2187,46.4375,46.171799,46.171799,30.017895,5200
10/3/1994,46.203098,46.25,45.984299,46.0625,29.946859,72600
10/4/1994,46.296799,46.296799,45.3437,45.375,29.499884,84200
10/5/1994,45.296799,45.390598,45,45.390598,29.510021,461900
10/6/1994,45.421799,45.453098,45.171799,45.25,29.418612,345200
10/7/1994,45.25,45.578098,45.203098,45.453098,29.550646,188700
10/10/1994,45.6562,46.015598,45.640598,45.9375,29.865583,213600
10/11/1994,46.140598,46.75,46.140598,46.625,30.312536,461400
10/12/1994,46.6875,46.75,46.578098,46.6875,30.353172,162400
10/13/1994,47.2187,47.328098,46.796799,46.8437,30.454752,1564500
10/14/1994,47,47.0625,46.6875,47.046799,30.586784,72800
10/17/1994,47,47.0625,46.9062,46.953098,30.525875,282300
10/18/1994,46.9062,46.9062,46.6875,46.8437,30.454752,132100
10/19/1994,46.671799,47.234299,46.6562,47.0625,30.59696,136700
10/20/1994,47.0625,47.0625,46.609299,46.75,30.393826,290300
10/21/1994,46.625,46.6875,46.359299,46.5625,30.271904,87800
10/24/1994,46.578098,46.765598,46.1562,46.171799,30.017895,149600
10/25/1994,46.015598,46.3125,46,46.2187,30.048395,91800
10/26/1994,46.390598,46.4375,46.171799,46.390598,30.160139,201000
10/27/1994,46.5625,46.671799,46.453098,46.671799,30.342976,210300
10/28/1994,46.765598,47.703098,46.765598,47.6562,30.982964,192100
10/31/1994,47.546799,47.5937,47.4687,47.484299,30.871193,36300
11/1/1994,47.2812,47.2812,46.9375,46.953098,30.525875,435200
11/2/1994,46.8125,47.234299,46.6875,46.6875,30.353172,115600
11/3/1994,46.8437,47.015598,46.7812,46.9375,30.515713,87000
11/4/1994,47.1562,47.1562,46.328098,46.328098,30.119516,124400
11/7/1994,46.4375,46.5937,46.3125,46.4687,30.210926,115000
11/8/1994,46.625,46.984299,46.546799,46.828098,30.444588,308300
11/9/1994,47.328098,47.328098,46.5,46.9062,30.495371,318500
11/10/1994,46.9375,47.0312,46.546799,46.578098,30.282061,172100
11/11/1994,46.515598,46.5625,46.2812,46.4062,30.170305,302200
11/14/1994,46.609299,46.859299,46.609299,46.8437,30.454752,181400
11/15/1994,46.796799,47.0937,46.328098,46.6875,30.353172,316900
11/16/1994,46.765598,46.8437,46.609299,46.8437,30.454752,106900
11/17/1994,46.875,46.875,46.3437,46.5312,30.25156,104700
11/18/1994,46.546799,46.625,46.265598,46.4687,30.210926,269300
11/21/1994,46.4375,46.578098,46,46,29.906208,283100
11/22/1994,45.828098,46,45,45,29.256079,483600
11/23/1994,45.0312,45.265598,44.609299,45.25,29.418612,601600
11/25/1994,45.2812,45.5312,45.2812,45.4687,29.560795,77300
11/28/1994,45.453098,45.6875,45.3437,45.671799,29.692835,79900
11/29/1994,45.6562,45.75,45.5,45.6562,29.682684,105500
